id;cluster_id;title;description;brand;Part Number;Sub-Category;Category;Generation;Capacity;Spindle Speed;Manufacturer;price
5936172;16218702; 359557-B21  G2 Xeon 2.8GHz 1GB (2P,  (2P Wholesale 359557-B21 Price 359557-B21;Description:  BL20PG2 Xeon 2.8GHz 1M 1GB (2P)   Manufacturer Part# 359557-B21  ;HP Enterprise;359557-B21;BL20;Proliant Server;G2;;;;
14116618;479131; 384854-S21 HP 146-GB 3G 15K 3.5 DP SAS HDD,  Price 384854-S21 New 384854-S21 HDD Wholesale;Description:146GB Serial Attached SCSI (SAS) 3G 15K 3.5-inch Dual Port Hot-Plug Hard DriveIn HPE Hot-Plug Hard Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine HPE serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s)Option Part# 384854-B21 or 384854-S21Spare Part# 389344-001Assembly Part# 417190-003Model# DF146BB6C2 ;HP Enterprise;384854-S21;15K;Proliant HardDrive;SAS;146GB;15000RPM;Hewlett Packard;
10389530;5412575; HP 270149-001 LDR 8 16-GB DRV Sled ,  Price 270149-001  Wholesale HP;Description:Drive : 40/80GB DLT 1 Drive with carrier assembly - For StorageWorks SuperLoader 1280 DLT 1 autoloader or StorageWorks SSL1016 DLT 1 autoloaderPart Number(s) Option Part# 270149-001 ;HP Enterprise;270149-001;Tape Drive;Proliant;40/80GB;;;;
3782757;840378; ST3300656SS Seagate 300-GB 15K 3.5 3G SP SAS HDD ; Description:Seagate Cheetah 300GB 3.5-inch 3G Serial Attached SCSI (SAS) Single Port Hot-Plug 15K 16MB Hard DrivePart Number(s) Manufacturer Part# ST3300656SS;Seagate;ST3300656SS;15K;Seagate HardDrive;SAS;300GB;15000RPM;Seagate;CAD, $155.94 CAD
1358568;190881; , 418371-S21 HP 72-GB 3G 15K 2.5 DP SAS HDD New 418371-S21 HDD Wholesale Price 418371-S21;Description:72GB 2.5-inch Serial Attached SCSI (SAS) SFF3G Dual Port Hot-Plug 15K Hard Disk DriveFor G1-G7 Proliant SAS ServersGenuine HPE Serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s) Option Part# 418371-B21 Spare Part# 418398-001 Assembly Part# 430169-002 Model# DH072BB978 ;HP Enterprise;418371-S21;15K;Proliant HardDrive;SAS;72GB;15000RPM;;
1149921;245133; 454228-002 HP 300-GB 15K 3.5 DP SAS ; Description:5 x 300GB Serial Attached SCSI (SAS) 15K 3.5-inch Dual Port Hot-Plug Hard DriveIn HPE Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine serial number and firmwareGenuine Certified DrivePart Number(s) Option Part# 416127-B21 Spare 488060-001 Assembly 454228-002 Model# DF0300B8053;HP Enterprise;454228-002-5Pack;15K;Proliant HardDrive;SAS;300GB;15000RPM;;USD, $535.21
2888224;10515379; 504351-B21 HP 8GB (2x4GB) PC6400 SDRAM Kit,  Price 504351-B21 New 504351-B21 Kit Wholesale;Description:Genuine HPE  8GB (2x4GB) Registered PC2-6400Low Power Single-Rank SDRAM Memory KitPart Number(s) Option Part# 504351-B21 (2 x 4GB) ;HP Enterprise;504351-B21;Genuine HP Memory;Proliant Memory;800MHz;;;Hewlett-Packard;
820005;21968;   HP 146-GB 3G 10K 2.5 SP SAS; Description:10 x 146GB 2.5-inch Serial Attached SCSI (SAS) SFF3G Single Port Hot-Plug 10K Hard DriveIn HPE Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine serial number and firmwareGenuine Certified DrivePart Number(s)Option Part# 431958-S21Spare 432320-001Assembly 431954-003Model# DG146ABAB4 ;HP Enterprise;431958-S21-10Pack;10K;Proliant HardDrive;SAS;146GB;;;USD, $650.77
14377563;200338; DG146ABAB4 HP 146-GB 3G  2.5 SP SAS ; Description:10 x 146GB 2.5-inch Serial Attached SCSI (SAS)SFF 3G Single Port Hot-Plug 10K Hard DriveIn HPE Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine serial number and firmwareGenuine Certified DrivePart Number(s) Option Part# 431958-B21 Spare 432320-001 Assembly 431954-003 Model# DG146ABAB4;HP Enterprise;DG146ABAB4-10Pack;10K;Proliant HardDrive;SAS;146GB;;;CAD, $688.52 CAD
7242581;15979421; 283552-B21 HP Smart Array 5302 128MB  ; Description:HP 5302 64Bit 66MHz Smart Array Controller SCSIPCI Dual Channel RAID with 128MB CachePart Number(s)Option Part# 283552-B21;HP Enterprise;283552-B21;5300 Series;Proliant Controller;5302/128MB;;;;CAD, $280.74 CAD
13977177;81746; 287497-B21 HP 1GB 266MHz DDR PC2100,  New 287497-B21 PC2100 Wholesale  287497-B21;Description:Genuine HPE 1GB Registered 266MHz DDRPC2100 ECC SDRAM Memory Kit (1x1024MB)Part Number(s)Option Part# 287497-B21 ;HP Enterprise;287497-B21;Genuine HP Memory;Proliant Memory;266MHz;;;Hewlett-Packard;
12940723;6137446; 150728-001 HP StorageWorks ,  New 150728-001  Wholesale Price 150728-001;Description:HP/Compaq - 14 Bay Rack Mount Ultra2 SCSI Single Bus Drive Cage Modular Array 6000 StorageWorks Enclosure Model 4314R (150728-001)Part Number(s) Hewlett-Packard Part# 150728-001  ;HP Enterprise;150728-001;Enclosure;HP;Ultra 2;;;;
1546497;606882; 654774-B21 HP Xeon E5-2643 3.3GHz DL360p G8 ; Description:HP Intelï¿½ Xeonï¿½ E5-2643 DL360p G8(3.3GHz/4-core/10MB/130W)Full Processor Option KitPart Number(s) Manufacturer Part# 654774-B21;HP Enterprise;654774-B21;Intel Xeon;Proliant Processor;G8;;;;CAD, $844.94 CAD
10305210;726009; 356990-B21 HP 146-GB U320  NHP 10K ; Description:5 x 146GB Ultra320 3.5-inch SCSI 68-Pin Non-Hot-Plug 10K Hard DriveGenuine HPE serial number and firmwarePart Number(s)Option Part# 356990-B21 Spare 357915-001 404702-001 Assembly 356910-005 356910-011 360205-016 365695-005 365695-011 360205-025 Model# BD14697B58 BD1469827B BD14698573 BD14699BBC BD1469A4B8 BD1469A4C8;HP Enterprise;356990-B21-5Pack;10K;Proliant Hard Drive;Ultra320;146GB;;;CAD, $1,564.80 CAD
15343512;11883858; 215390-001 HP 110/220-GB SDLT INT OPAL,  OPAL Wholesale 215390-001 Price 215390-001;Description:Drive : 110/220GB SDLT Low Voltage Differential/Single-Ended (LVD/SE) Internal Drive (Opal color) - 5.25-inch form factor full-heightPart Number(s) Option Part# 215390-001   ;HP Enterprise;215390-001;Tape Drive;Proliant;110/220GB;;;;
6683626;14720349; 382484-001 DL380 G4 Xeon 3.4GHz 2MB 1GB SA,  Price 382484-001  382484-001 SA Wholesale;Description: DL380 G4 RM Xeon 3.4-2MB 1GB-SAS FAN   Manufacturer Part# 382484-001 ;HP Enterprise;382484-001;DL380R;Proliant Server SAS;G4;;;;
10550362;1237678; MBF2300RC Fujitsu 300-GB 10K  SP SAS HDD ,  Price MBF2300RC New MBF2300RC Wholesale;Description:Fujitsu 300GB 2.5-inch Serial Attached SCSI (SAS) 6G SFF Single Port Hot-Plug 10KPart Number(s) Manufacturer Part# MBF2300RC ;Fujitsu;MBF2300RC;10K;Fujitsu HardDrive;SAS;300GB;10000RPM;Fujitsu;
14899998;4907798; M6616 Dell 146-GB U320 SCSI NHP 15K,  New M6616 15K 10 Pack Wholesale Price ;Description:10 x Dell 146GB Ultra320 3.5-inch SCSINon-Hot-Plug 15K 68-Pin Hard DrivePart Number(s) Manufacturer Part# M6616 Alternate Part# GC824 Alternate Part# HC487 Alternate Part# G5077 Alternate Part# C5696 ;Dell;M6616-10Pack;15K;Dell HardDrive;Ultra320 NHP;146GB;15000RPM;Dell;
13015513;3770228;  HP VS80 40/80-GB Int LVD,  LVD Wholesale  Price ;Description:HP VS80 DLT 40/80GB Internal LVDPart Number(s) Option Part# 280129-B21 Spare Part# 280279-001 Assembly Part# 288655-001 ;HP Enterprise;280129-B21;Tape Drive;Proliant;40/80GB;;;;
14846579;7095805;  301897-B21 MSL5030 Library (0 drives); Description:HP MSL5030 Rackmount LTO Tape Library AutoLoaderPart Number(s) HP Option Part# 301897-B21 *** NO TAPE DRIVES INCLUDED ;HP Enterprise;301897-B21;Tape Drive;Proliant;100/200GB;;;;$2,567.85, USD
10679697;11998607; 295513-B22  DDS3 12/24-GB INT DAT,  DAT Wholesale 295513-B22 Price 295513-B22;Description:HP 12/24GB Internal DDS3 DAT Tape DriveGenuine HPE Serial number and firmwarePart Numbers Option Part# 295513-B21 Option Part# 295513-B22 Spare Part# 122873-001 Spare Part# 340593-001 Assembly Part# 103548-001 Assembly Part# 242401-001 ;HP Enterprise;295513-B22;TapeDrive;Proliant;12/24GB;;;;
9240625;1114102; GJ0120CAGSP HP 120-GB 1.5G 5.4K 2.5 SATA HDD ; Description:120GB Serial ATA (SATA) Hot-Plug SFF 1.5Gb/s Entry (ETY) Hard Drive 5400 RPM 2.5-inch form factor 1.0 inch high in Hot-Swap Tray (as pictured)For G1-G7 Proliant SATA ServersGenuine HPE serial number and firmwareGenuine Certified DrivePart Number(s) Option Part# 458924-B21 Spare 459322-001 Assembly 464340-001 488410-001 Model# GJ0120CACZT GJ0120CAGSP;HP Enterprise;GJ0120CAGSP;5.4K;Proliant HardDrive;SATA;120GB;5400RPM;;USD, $95.95
8150398;270316;  HP 72.8-GB 10K FC-AL HDD ; Description:StorageWorks 72.8GB 10K Fibre Channel 40 pin 2GB/s HotSwap FCAL Hard Drive Part Number(s) Option Part# 238921-B21 Spare 244448-001 Assembly 325370-002 Model# BD07256ABB 2-5-2 FE-19980-01;HP Enterprise;BD07256ABB;10K;Storageworks HDD;Fibre Channel;72.8GB;;HP/Compaq;CAD, $111.74 CAD
3106527;12219931; 348445-B21 DL740R  Xeon 3.0GHz 4MB ; Description:Proliant DL740R Xeon 3.0GHz 4M (4P) 4GPart Number(s)Hewlett-Packard Part# 348445-B21 ;HP Enterprise;348445-B21;DL740R;Proliant Server;;;;;USD, $2,157.95
1315167;222115; DD400B8541 HP 400-GB 10K 3.5 DP SAS ; Description:2 x 400GB Serial Attached SCSI (SAS) 10K 3.5-inch Dual Port Hot-Plug Hard DriveIn HPE Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine serial number and firmwareGenuine Certified DrivePart Number(s) Option Part# 459508-B21 Spare 456896-001 Assembly 455543-001 Model# DD400B8541;HP Enterprise;DD400B8541-2Pack;10K;Proliant HardDrive;SAS;400GB;10000RPM;Hewlett Packard;USD, $177.85
16195699;109972; DG072BAAJA HP 72-GB 3G 10K 2.5 DP  ; Description:5 x 72GB 2.5-inch Serial Attached SCSI (SAS) SFF Dual Port Hot-Plug 10K Hard DriveIn HPE Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine serial number and firmwareGenuine Certified DrivePart Number(s) Option Part# 384842-B21 Spare 389346-001 Assembly 459512-001 Model# DG072BAAJA;HP Enterprise;DG072BAAJA-5Pack;10K;Proliant HardDrive;SAS;72GB;10000RPM;Hewlett Packard;CAD, $425.79 CAD
13252788;1749602; 462864-B21 HP P410/512MB w/BBWC SAS Controller,   462864-B21 New 462864-B21 Controller Wholesale;Description:HP Smart Array P410/512MB SAS Controller w/BBWC Part Number(s) Option Part# 462864-B21 ;HP Enterprise;462864-B21;PCI-Express;Proliant Controller;P410;;;;
480010;190376;  631671-B21 HP Smart Array P420/2GB Controller; Description:HP Smart Array P420/2GB FBWC 6Gb2-Ports Internal SAS ControllerPart Number(s) Option Part# 631671-B21 Spare 633538-001;HP Enterprise;631671-B21;Smart Array;Proliant Controller;P420/2GB;;;HP;CAD, $363.94 CAD
7001276;1441832; 358348-B21 HP 1GB PC2700 (1x1GB) Module ; Description:Genuine HPE Compaq 1x1GB of Advanced ECCPC2700 DDR 333 SDRAM DIMM Memory Module(1x1GB module)Part Number(s) Option Part# 358348-B21 Spare 367167-001 Assembly 331562-051;HP Enterprise;358348-B21;Genuine HP Memory;Proliant Memory;333MHz;;;Hewlett-Packard;CAD, $98.74 CAD
9687262;13847944;  192988-001 50/100-GB AIT Library Rdy,  Price 192988-001 Rdy Wholesale ;Description:50/100GB AIT Library Ready DrivePart Number(s) Option Part# 192988-001  ;HP Enterprise;192988-001;Tape Drive;Proliant;50/100GB;;;;
9201709;181285; 376597-001 HP 72-GB 3G 10K 2.5 SP SAS ; Description:5 x 72GB 2.5-inch Serial Attached SCSI (SAS)SFF 3G Single Port Hot-Plug 10K Hard DriveIn HPE Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine serial number and firmwareGenuine Certified DrivePart Number(s) Option Part# 375861-B21 Spare 376597-001 Assembly 375712-002 Model# DG072A8B5C;HP Enterprise;376597-001-5Pack;10K;Proliant HardDrive;SAS;72GB;10000RPM;Hewlett Packard;$370.64, USD
5461514;7497368; 216886-B21 HP Storageworks Internal Hot-Plug AIT ; Description:StorageWorks Internal Hot-Plug AITPart Number(s) Option Part# 216886-B21;HP Enterprise;216886-B21;Tape Drive;Proliant;35/70GB;;;;$402.95, USD
6407194;1805144; 313054-001 HP 400W RPS DL380 G2/G3 ; Description:2 x Compaq Proliant 400W Hot-Plug Power SupplyFor the DL380 G2/G3 ServersPart Number(s) Option Part# 225011-001 Spare 228509-001 313054-001 313054-B21 313299-001 Assembly 194989-001 194989-002;HP Enterprise;313054-001-2Pack;Proliant Power Supply;Proliant;DL380 G2/G3;;;Compaq;$141.35, USD
14764698;74629;  DF146ABAA9 HP 146-GB  3.5 SP SAS HDD; Description:146GB Serial Attached SCSI (SAS) 15K 3.5-inch Single Port Hot-Plug Hard DriveIn HPE Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine serial number and firmwareGenuine Certified DrivePart Number(s) Option Part# 375872-B21 375872-S21 Spare 376595-001 Assembly 443169-002 392254-003 375698-003 431943-003 481653-002 Model# DF146A4941 DF146A9845 DF146A8B57 DF146ABAA9 DF146BAFDU;HP Enterprise;DF146ABAA9;15K;Proliant HardDrive;SAS;146GB;15000RPM;Hewlett Packard;CAD, $124.74 CAD
2780141;4622078;  HP 36.4-GB Ultra3 10K Drive,  Drive Wholesale  Price ;Description:36.4GB Wide Ultra3 SCSI Hot-Plug 10K Hard DriveIn HPE Hot-Plug Hard Drive Tray (as pictured)Genuine HPE serial number and firmwarePart Number(s) Spare Part# 177986-001 Option Part# 176496-B22 ;HP Enterprise;177986-001;10K;Proliant HardDrive;Ultra3;36.4GB;;;
2319529;7248214; G8762 Dell 36-GB 10K 2.5 SP SAS w/F830C,  Price G8762-2Pack New G8762 w/F830C 2 Pack Wholesale;Description:2 x 36GB 10K SAS 2.5-inch Single Port (SP) Hot-Plug Dell Hard Drive in Dell F830C 2.5-inch Hot-Plug Hard Drive Tray (as pictured)Genuine Dell serial number and firmwareGenuine Dell Certified Enterprise Class Hard DrivePart Number(s) Manufacturer Part# G8762 ;Dell;G8762-2Pack;10K;Dell HardDrive;SAS SFF;36GB;10000RPM;Dell;
10444640;11542928; 283193-B21 BLP F-GBE2 Interconnect Kit,  Kit  283193-B21 Price 283193-B21;Description:   Proliant BL p-Class F-GbE2 Interconnect Kit - switch 24 ports   Option Part# 283193-B21   ;HP Enterprise;283193-B21;Interconnect;HP Blade;BL-p class;;;;
16054758;694476; EG0600FBLSH HP 600-GB 6G  2.5 DP SAS,  New EG0600FBLSH SAS 10 Pack Wholesale Price EG0600FBLSH-10Pack;Description:10 x 600GB 2.5-inch Serial Attached SCSI (SAS)SFF 6G Dual Port Hot-Plug 10K Hard DriveIn HPE Hot-Plug Hard Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine HPE serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s) Option Part# 581286-B21 Spare Part# 581311-001 Assembly Part# 597609-003 Assembly Part# 599476-003 Assembly Part# 619286-003 Model# EG0600FBDBU Model# EG0600FBDSR Model# EG0600FBLSH ;HP Enterprise;EG0600FBLSH-10Pack;10K;Proliant HardDrive;SAS;600GB;10000RPM;;
4412355;4703255; 533995-B22 HP Xeon X3220 2.4GHz DL120 G5,  New 533995-B22 G5 Wholesale  533995-B22;Description:Intelï¿½ Xeonï¿½ Processor X3220 DL120 G5(2.40GHz/4-core/8MB/95W)Full Processor Option KitPart Number(s)Manufacturer Part# 533995-B22 ;HP Enterprise;533995-B22;Intel Xeon;Proliant Processor;G5;;;;
12340582;488223; , 459086-002  72-GB 3G 15K 2.5 SP SAS New 459086-002 SAS 2 Pack Wholesale Price 459086-002-2Pack;Description:2 x 72GB 2.5-inch Serial Attached SCSI (SAS) SFF3G Single Port Hot-Plug 15K Hard DriveIn HPE Hot-Plug Hard Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine HPE serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s) Option Part# 431935-B21 Spare Part# 432321-001 Assembly Part# 459086-002 Assembly Part# 431930-002 Model# DH072ABAA6 ;HP Enterprise;459086-002-2Pack;15K;Proliant HardDrive;SAS;72GB;15000RPM;;
2980754;15567979; 348373-B21 HP TFT7210R 17 Flat Panel ; Description:TFT7210 RackMount 17 LCD Monitor Option Part# 348373-B21;HP Enterprise;348373-B21;RackMount;Monitor;17 LCD;;;;$639.95, USD
3307387;1625752; 300590-001 HP 146.8-GB 10K FC-AL HDD ; Description:StorageWorks 146.8GB 10K Fibre Channel40 pin 2GB/s HotSwap FCAL Hard Drive Part Number(s) Option Part# 293556-B21 Spare 300590-001 Assembly 293555-003 2-5-2 FE-23518-01 Model# BD14655B2A;HP Enterprise;300590-001;10K;Storageworks HDD;Fibre Channel;146.8GB;;HP/Compaq;USD, $94.95
12931800;85825; 518737-001 HP 600-GB 10K  ; Description:2 x StorageWorks 600GB 10K Fibre Channel40 pin 2GB/s HotSwap FCAL Hard Drive Part Number(s) Option Part# AP730A AP730B Spare 518737-001 Assembly 495276-003 Bare Model# BD600DAJZK ;HP Enterprise;518737-001-2Pack;10K;Storageworks HDD;Fibre Channel;2 x 600GB;;HP/Compaq;CAD, $454.94 CAD
9405203;339637; , BD14658225 HP 146.8-GB 10K FC-AL New BD14658225 FC-AL 10 Pack Wholesale  BD14658225-10Pack;Description:10 x StorageWorks 146.8GB 10K Fibre Channel 40 pin 2GB/s HotSwap FCAL Hard DriveGenuine HPE serial number and firmwarePart Number(s) Option Part# 293556-B21 Spare Part# 300590-001 Assembly Part# 359438-003 Model# BD14658225 2-5-2 Part# FE-23518-01 ;HP Enterprise;BD14658225-10Pack;10K;Storageworks HDD;Fibre Channel;146.8GB;;HP/Compaq;
14809302;5360770; 376595-001 HP 146-GB 3G 15K 3.5 SP SAS,  New 376595-001 SAS 10 Pack Wholesale Price 376595-001-10Pack;Description:10 x 146GB 3G LFF Single Port (SP) Serial Attached SCSI (SAS) 15K 3.5-inch Hot-Plug Hard DriveIn HPE Hot-Plug Hard Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine HPE serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s) Option Part# 375872-B21 Option Part# 375872-S21 Spare Part# 376595-001 Assembly Part# 443169-002 Assembly Part# 392254-003 Assembly Part# 375698-003 Assembly Part# 431943-003 Assembly Part# 481653-002 Model# DF146A4941 Model# DF146A9845 Model# DF146A8B57 Model# DF146ABAA9 Model# DF146BAFDU ;HP Enterprise;376595-001-10Pack;15K;Proliant HardDrive;SAS;146GB;15000RPM;Hewlett Packard;
6734203;170720; 626162-001 HP 1-TB 3G 7.2K  SATA HDD ; Description: HP 1TB Midline (MDL) Serial ATA (SATA) Hot-Plug 2.5-inch SFF 3Gb/s 7200 RPM Hard DriveIn HPE Drive tray (as pictured)For G1-G7 Proliant SATA ServersGenuine serial number and firmwareGenuine Certified DrivePart Number(s) Option Part# 625609-B21 Spare 626162-001 Assembly 614828-003 Model# MM1000EBKAF;HP Enterprise;626162-001;7.2K;Proliant HardDrive;SATA;1TB;7200RPM;;$155.95, USD
5365512;1053264; HUS154530VLS300 Hitachi 300-GB 3G 15K 3.5  ; Description:Hitachi 300GB 3.5-inch 3G Serial Attached SCSI (SAS) LFF Hot-Plug 15K Hard DrivePart Number(s) Hitachi Model# HUS154530VLS300;Hitachi;HUS154530VLS300;15K;Hitachi HardDrive;SAS;300GB;;Hitachi;CAD, $246.94 CAD
12567535;15258744; YK580 Dell 300-GB 10K 3.5 3G SP SAS w/F238F,  Price YK580-10Pack New YK580 w/F238F 10 Pack Wholesale;Description:10 x 300GB 10K SAS 3.5-inch 3Gb/s HD Single Port (SP) Hot-Plug Dell Hard Drive in Dell F238F 3.5-inch Hot-Plug Hard Drive Tray (as pictured)Genuine Dell serial number and firmwareGenuine Dell Certified Enterprise Class Hard DrivePart Number(s)Dell Part# YK580 ;Dell;YK580-10Pack;10K;Dell HardDrive;SAS;300GB;10000RPM;Dell;
6761688;83061; 416248-001 HP 300-GB 15K 3.5 DP SAS HDD ; Description:300GB Serial Attached SCSI (SAS) 15K 3.5-inch Dual Port Hot-Plug Hard DriveIn HPE Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine serial number and firmwareGenuine Certified DrivePart Number(s) Option Part# 416127-B21 Spare 416248-001 Assembly 462587-003 454228-002 Model# ST3300656SS DF300BABUF ;HP Enterprise;416248-001;15K;Proliant HardDrive;SAS;300GB;15000RPM;;CAD, $150.74 CAD
10017442;10257780; HP 229290-001 AIT1 35/70-GB HS LVD,  Price 229290-001 LVD Wholesale HP;Description:AIT1 35/70GB HS LVDPart Number(s) Option Part# 229290-001  ;HP Enterprise;229290-001;Tape Drive;Proliant;35/70GB;;;;
2806336;1403101; 381513-B21 HP Smart Array P800 with 512MB BBWC,   381513-B21 BBWC Wholesale Price 381513-B21;Description: Smart Array P800/512 BBWC SAS PCI-e ControllerPart Number(s)Option Part# 381513-B21Spare Part# 398647-001 ;HP Enterprise;381513-B21;SAS PCI-Express;Proliant Controller;P800;;;;
14008848;3106423; YP778 Dell 300-GB 15K 3.5 SP SAS w/F9541,  Price YP778-5Pack New YP778 w/F9541 5 Pack Wholesale;Description:5 x 300GB 15K SAS 3.5-inch 3Gb/s HD Single Port (SP) Hot-Plug Dell Hard Drive in Dell F9541 3.5-inch Hot-Plug Hard Drive Tray (as pictured)Genuine Dell serial number and firmwareGenuine Dell Certified Enterprise Class Hard DrivePart Number(s) Dell Part# YP778 Seagate Part# ST3300656SS ;Dell;YP778-5Pack;15K;Dell HardDrive;SAS;300GB;15000RPM;Dell;
3119282;14182958; 487791-001 ML370 G6 Xeon E5540 ,  Price 487791-001   Wholesale;Description: Proliant ML370 G6 Tower 4U 2-way 1 x Xeon E5540 2.5-inch3 GHz RAM 6 GB  SAS Hot-Swap 2.5-inch  no HDD DVDManufacturer Part# 487791-001  ;HP Enterprise;487791-001;ML370;Proliant Server SAS;G6;;;;
8900432;10079331; 07T0DW Dell 600-GB 6G 10K 2.5 SAS w/G176J,  New 07T0DW w/G176J 5 Pack Wholesale Price 07T0DW-5Pack;Description:5 x Dell 600GB 10K 6G 2.5-inch (SFF) SAS Hot-Plug Dell Hard Drive in Dell G176J 2.5-inch Hot-Plug Hard Drive Tray (as pictured)Genuine Dell serial number and firmwareGenuine Dell Certified Enterprise Class Hard DrivePart Number(s)Dell Part# 07T0DW ;Dell;07T0DW-5Pack;10K;Dell HardDrive;SAS 2 SFF;600GB;10000 PM;Dell;
13024473;78003; 652564-S21 HP G8 G9 300-GB 6G 10K  SAS SC  ; Description:HP 300GB 2.5-inch (SFF) Serial Attached SCSI (SAS)6G 10K Hot-Plug Hard Drive in G8 G9 (Gen8 Gen9)SmartDrive Carrier (SC) (as pictured)Genuine HPE serial number and firmwareGenuine Certified DrivePart Number(s) Option Part# 652564-S21 Spare 653955-001 Assembly 641552-001 666355-001 Model# EG0300FBVF EG0300FCHHR ;HP Enterprise;652564-S21;10K;Proliant HardDrive;SAS SC;300GB;10000RPM;;CAD, $254.74 CAD
8004301;709236; 176496-B22 HP  Ultra3 10K ; Description:5 x 36.4GB Ultra3 SCSI Hot-Plug 10K Hard DriveIn HPE Drive tray (as pictured)Genuine serial number and firmwarePart Number(s) Option Part# 176496-B22 Spare 177986-001 ;HP Enterprise;176496-B22-5Pack;10K;Proliant HardDrive;Ultra3;36.4GB;;HP/Compaq;$407.35, USD
